order_id,customer_id,order_date,total_amount,status,items
3999,204,2024-11-21 11:49:15.257752,8398.12,Completed,"[{'product_id': np.int64(81), 'quantity': 4, 'unit_price': np.float64(606.89), 'item_total': np.float64(2427.56)}, {'product_id': np.int64(374), 'quantity': 10, 'unit_price': np.float64(21.24), 'item_total': np.float64(212.39999999999998)}, {'product_id': np.int64(487), 'quantity': 8, 'unit_price': np.float64(719.77), 'item_total': np.float64(5758.16)}]"
4000,49,2025-06-05 11:49:15.258754,14501.56,Pending,"[{'product_id': np.int64(391), 'quantity': 8, 'unit_price': np.float64(557.34), 'item_total': np.float64(4458.72)}, {'product_id': np.int64(45), 'quantity': 5, 'unit_price': np.float64(676.76), 'item_total': np.float64(3383.8)}, {'product_id': np.int64(352), 'quantity': 6, 'unit_price': np.float64(934.59), 'item_total': np.float64(5607.54)}, {'product_id': np.int64(314), 'quantity': 5, 'unit_price': np.float64(210.3), 'item_total': np.float64(1051.5)}]"
4001,177,2024-11-21 11:49:15.259750,3926.43,Cancelled,"[{'product_id': np.int64(123), 'quantity': 9, 'unit_price': np.float64(436.27), 'item_total': np.float64(3926.43)}]"
4002,933,2025-03-21 11:49:15.261756,3572.84,Completed,"[{'product_id': np.int64(331), 'quantity': 4, 'unit_price': np.float64(645.16), 'item_total': np.float64(2580.64)}, {'product_id': np.int64(193), 'quantity': 2, 'unit_price': np.float64(496.1), 'item_total': np.float64(992.2)}]"
4003,800,2025-01-14 11:49:15.263284,5275.76,Pending,"[{'product_id': np.int64(312), 'quantity': 7, 'unit_price': np.float64(26.12), 'item_total': np.float64(182.84)}, {'product_id': np.int64(468), 'quantity': 2, 'unit_price': np.float64(68.01), 'item_total': np.float64(136.02)}, {'product_id': np.int64(106), 'quantity': 10, 'unit_price': np.float64(495.69), 'item_total': np.float64(4956.9)}]"
4004,426,2025-04-02 11:49:15.265316,7538.85,Pending,"[{'product_id': np.int64(193), 'quantity': 10, 'unit_price': np.float64(496.1), 'item_total': np.float64(4961.0)}, {'product_id': np.int64(216), 'quantity': 5, 'unit_price': np.float64(515.57), 'item_total': np.float64(2577.8500000000004)}]"
4005,695,2025-06-29 11:49:15.267337,12826.29,Pending,"[{'product_id': np.int64(1), 'quantity': 7, 'unit_price': np.float64(482.68), 'item_total': np.float64(3378.76)}, {'product_id': np.int64(233), 'quantity': 3, 'unit_price': np.float64(337.68), 'item_total': np.float64(1013.04)}, {'product_id': np.int64(265), 'quantity': 7, 'unit_price': np.float64(841.49), 'item_total': np.float64(5890.43)}, {'product_id': np.int64(490), 'quantity': 3, 'unit_price': np.float64(848.02), 'item_total': np.float64(2544.06)}]"
4006,888,2025-08-25 11:49:15.269397,17123.11,Cancelled,"[{'product_id': np.int64(206), 'quantity': 7, 'unit_price': np.float64(924.26), 'item_total': np.float64(6469.82)}, {'product_id': np.int64(232), 'quantity': 1, 'unit_price': np.float64(520.83), 'item_total': np.float64(520.83)}, {'product_id': np.int64(206), 'quantity': 6, 'unit_price': np.float64(924.26), 'item_total': np.float64(5545.5599999999995)}, {'product_id': np.int64(117), 'quantity': 4, 'unit_price': np.float64(934.56), 'item_total': np.float64(3738.24)}, {'product_id': np.int64(78), 'quantity': 1, 'unit_price': np.float64(848.66), 'item_total': np.float64(848.66)}]"
4007,685,2025-08-29 11:49:15.271414,6715.0,Pending,"[{'product_id': np.int64(282), 'quantity': 2, 'unit_price': np.float64(619.99), 'item_total': np.float64(1239.98)}, {'product_id': np.int64(464), 'quantity': 9, 'unit_price': np.float64(350.59), 'item_total': np.float64(3155.31)}, {'product_id': np.int64(359), 'quantity': 5, 'unit_price': np.float64(293.62), 'item_total': np.float64(1468.1)}, {'product_id': np.int64(304), 'quantity': 1, 'unit_price': np.float64(851.61), 'item_total': np.float64(851.61)}]"
4008,372,2025-04-19 11:49:15.272399,10291.41,Cancelled,"[{'product_id': np.int64(278), 'quantity': 9, 'unit_price': np.float64(444.68), 'item_total': np.float64(4002.12)}, {'product_id': np.int64(221), 'quantity': 8, 'unit_price': np.float64(487.94), 'item_total': np.float64(3903.52)}, {'product_id': np.int64(127), 'quantity': 1, 'unit_price': np.float64(274.65), 'item_total': np.float64(274.65)}, {'product_id': np.int64(375), 'quantity': 4, 'unit_price': np.float64(527.78), 'item_total': np.float64(2111.12)}]"
4009,516,2025-07-05 11:49:15.274395,11425.5,Completed,"[{'product_id': np.int64(64), 'quantity': 1, 'unit_price': np.float64(880.92), 'item_total': np.float64(880.92)}, {'product_id': np.int64(22), 'quantity': 6, 'unit_price': np.float64(541.29), 'item_total': np.float64(3247.74)}, {'product_id': np.int64(338), 'quantity': 1, 'unit_price': np.float64(754.92), 'item_total': np.float64(754.92)}, {'product_id': np.int64(117), 'quantity': 7, 'unit_price': np.float64(934.56), 'item_total': np.float64(6541.92)}]"
4010,478,2025-04-28 11:49:15.275403,11359.32,Completed,"[{'product_id': np.int64(111), 'quantity': 7, 'unit_price': np.float64(840.68), 'item_total': np.float64(5884.759999999999)}, {'product_id': np.int64(205), 'quantity': 4, 'unit_price': np.float64(586.42), 'item_total': np.float64(2345.68)}, {'product_id': np.int64(320), 'quantity': 7, 'unit_price': np.float64(312.45), 'item_total': np.float64(2187.15)}, {'product_id': np.int64(159), 'quantity': 1, 'unit_price': np.float64(941.73), 'item_total': np.float64(941.73)}]"
4011,573,2024-12-07 11:49:15.276398,2630.64,Cancelled,"[{'product_id': np.int64(33), 'quantity': 9, 'unit_price': np.float64(73.12), 'item_total': np.float64(658.08)}, {'product_id': np.int64(34), 'quantity': 2, 'unit_price': np.float64(986.28), 'item_total': np.float64(1972.56)}]"
4012,243,2025-01-07 11:49:15.278398,13281.64,Completed,"[{'product_id': np.int64(363), 'quantity': 5, 'unit_price': np.float64(92.76), 'item_total': np.float64(463.8)}, {'product_id': np.int64(394), 'quantity': 1, 'unit_price': np.float64(326.74), 'item_total': np.float64(326.74)}, {'product_id': np.int64(250), 'quantity': 10, 'unit_price': np.float64(594.27), 'item_total': np.float64(5942.7)}, {'product_id': np.int64(175), 'quantity': 9, 'unit_price': np.float64(727.6), 'item_total': np.float64(6548.400000000001)}]"
4013,467,2025-01-07 11:49:15.278398,2544.32,Completed,"[{'product_id': np.int64(295), 'quantity': 4, 'unit_price': np.float64(636.08), 'item_total': np.float64(2544.32)}]"
4014,445,2025-08-22 11:49:15.281310,5624.07,Pending,"[{'product_id': np.int64(497), 'quantity': 2, 'unit_price': np.float64(182.46), 'item_total': np.float64(364.92)}, {'product_id': np.int64(253), 'quantity': 3, 'unit_price': np.float64(149.94), 'item_total': np.float64(449.82)}, {'product_id': np.int64(343), 'quantity': 1, 'unit_price': np.float64(611.52), 'item_total': np.float64(611.52)}, {'product_id': np.int64(88), 'quantity': 4, 'unit_price': np.float64(915.3), 'item_total': np.float64(3661.2)}, {'product_id': np.int64(46), 'quantity': 1, 'unit_price': np.float64(536.61), 'item_total': np.float64(536.61)}]"
4015,346,2025-06-22 11:49:15.282312,10332.78,Pending,"[{'product_id': np.int64(111), 'quantity': 1, 'unit_price': np.float64(840.68), 'item_total': np.float64(840.68)}, {'product_id': np.int64(495), 'quantity': 10, 'unit_price': np.float64(949.21), 'item_total': np.float64(9492.1)}]"
4016,910,2025-04-28 11:49:15.284314,6419.16,Cancelled,"[{'product_id': np.int64(54), 'quantity': 4, 'unit_price': np.float64(252.29), 'item_total': np.float64(1009.16)}, {'product_id': np.int64(201), 'quantity': 8, 'unit_price': np.float64(676.25), 'item_total': np.float64(5410.0)}]"
4017,33,2025-01-13 11:49:15.285396,11865.52,Cancelled,"[{'product_id': np.int64(468), 'quantity': 10, 'unit_price': np.float64(68.01), 'item_total': np.float64(680.1)}, {'product_id': np.int64(448), 'quantity': 6, 'unit_price': np.float64(906.03), 'item_total': np.float64(5436.18)}, {'product_id': np.int64(214), 'quantity': 4, 'unit_price': np.float64(966.06), 'item_total': np.float64(3864.24)}, {'product_id': np.int64(492), 'quantity': 2, 'unit_price': np.float64(942.5), 'item_total': np.float64(1885.0)}]"
4018,384,2025-10-09 11:49:15.286397,4326.48,Cancelled,"[{'product_id': np.int64(270), 'quantity': 7, 'unit_price': np.float64(554.23), 'item_total': np.float64(3879.61)}, {'product_id': np.int64(313), 'quantity': 1, 'unit_price': np.float64(446.87), 'item_total': np.float64(446.87)}]"
4019,826,2025-02-24 11:49:15.288392,19323.64,Pending,"[{'product_id': np.int64(463), 'quantity': 7, 'unit_price': np.float64(365.52), 'item_total': np.float64(2558.64)}, {'product_id': np.int64(474), 'quantity': 1, 'unit_price': np.float64(579.94), 'item_total': np.float64(579.94)}, {'product_id': np.int64(144), 'quantity': 3, 'unit_price': np.float64(929.48), 'item_total': np.float64(2788.44)}, {'product_id': np.int64(34), 'quantity': 8, 'unit_price': np.float64(986.28), 'item_total': np.float64(7890.24)}, {'product_id': np.int64(109), 'quantity': 6, 'unit_price': np.float64(917.73), 'item_total': np.float64(5506.38)}]"
4020,269,2025-08-25 11:49:15.290397,9573.2,Completed,"[{'product_id': np.int64(493), 'quantity': 5, 'unit_price': np.float64(110.02), 'item_total': np.float64(550.1)}, {'product_id': np.int64(328), 'quantity': 5, 'unit_price': np.float64(389.24), 'item_total': np.float64(1946.2)}, {'product_id': np.int64(239), 'quantity': 10, 'unit_price': np.float64(707.69), 'item_total': np.float64(7076.900000000001)}]"
4021,161,2025-06-12 11:49:15.291394,9111.35,Cancelled,"[{'product_id': np.int64(79), 'quantity': 5, 'unit_price': np.float64(727.34), 'item_total': np.float64(3636.7000000000003)}, {'product_id': np.int64(116), 'quantity': 9, 'unit_price': np.float64(69.85), 'item_total': np.float64(628.65)}, {'product_id': np.int64(84), 'quantity': 10, 'unit_price': np.float64(484.6), 'item_total': np.float64(4846.0)}]"
4022,33,2025-09-18 11:49:15.292394,10341.15,Completed,"[{'product_id': np.int64(337), 'quantity': 6, 'unit_price': np.float64(95.82), 'item_total': np.float64(574.92)}, {'product_id': np.int64(377), 'quantity': 4, 'unit_price': np.float64(752.28), 'item_total': np.float64(3009.12)}, {'product_id': np.int64(335), 'quantity': 9, 'unit_price': np.float64(750.79), 'item_total': np.float64(6757.11)}]"
4023,128,2025-04-18 11:49:15.294394,22548.06,Pending,"[{'product_id': np.int64(419), 'quantity': 1, 'unit_price': np.float64(640.84), 'item_total': np.float64(640.84)}, {'product_id': np.int64(158), 'quantity': 9, 'unit_price': np.float64(495.7), 'item_total': np.float64(4461.3)}, {'product_id': np.int64(452), 'quantity': 2, 'unit_price': np.float64(501.17), 'item_total': np.float64(1002.34)}, {'product_id': np.int64(338), 'quantity': 9, 'unit_price': np.float64(754.92), 'item_total': np.float64(6794.28)}, {'product_id': np.int64(191), 'quantity': 10, 'unit_price': np.float64(964.93), 'item_total': np.float64(9649.3)}]"
4024,468,2025-06-12 11:49:15.295391,7658.25,Pending,"[{'product_id': np.int64(460), 'quantity': 9, 'unit_price': np.float64(425.04), 'item_total': np.float64(3825.36)}, {'product_id': np.int64(51), 'quantity': 4, 'unit_price': np.float64(248.26), 'item_total': np.float64(993.04)}, {'product_id': np.int64(480), 'quantity': 5, 'unit_price': np.float64(567.97), 'item_total': np.float64(2839.8500000000004)}]"
4025,88,2024-11-17 11:49:15.298313,10592.32,Pending,"[{'product_id': np.int64(464), 'quantity': 7, 'unit_price': np.float64(350.59), 'item_total': np.float64(2454.1299999999997)}, {'product_id': np.int64(187), 'quantity': 3, 'unit_price': np.float64(341.39), 'item_total': np.float64(1024.17)}, {'product_id': np.int64(398), 'quantity': 3, 'unit_price': np.float64(954.54), 'item_total': np.float64(2863.62)}, {'product_id': np.int64(460), 'quantity': 10, 'unit_price': np.float64(425.04), 'item_total': np.float64(4250.400000000001)}]"
4026,346,2024-12-23 11:49:15.299402,3945.8,Pending,"[{'product_id': np.int64(35), 'quantity': 2, 'unit_price': np.float64(294.22), 'item_total': np.float64(588.44)}, {'product_id': np.int64(174), 'quantity': 8, 'unit_price': np.float64(419.67), 'item_total': np.float64(3357.36)}]"
4027,618,2024-11-10 11:49:15.300314,2617.62,Pending,"[{'product_id': np.int64(123), 'quantity': 6, 'unit_price': np.float64(436.27), 'item_total': np.float64(2617.62)}]"
4028,948,2025-04-02 11:49:15.303393,10140.88,Completed,"[{'product_id': np.int64(333), 'quantity': 1, 'unit_price': np.float64(614.22), 'item_total': np.float64(614.22)}, {'product_id': np.int64(164), 'quantity': 4, 'unit_price': np.float64(714.56), 'item_total': np.float64(2858.24)}, {'product_id': np.int64(73), 'quantity': 7, 'unit_price': np.float64(807.72), 'item_total': np.float64(5654.04)}, {'product_id': np.int64(122), 'quantity': 2, 'unit_price': np.float64(507.19), 'item_total': np.float64(1014.38)}]"
4029,482,2025-03-19 11:49:15.304395,11162.8,Completed,"[{'product_id': np.int64(106), 'quantity': 9, 'unit_price': np.float64(495.69), 'item_total': np.float64(4461.21)}, {'product_id': np.int64(144), 'quantity': 7, 'unit_price': np.float64(929.48), 'item_total': np.float64(6506.360000000001)}, {'product_id': np.int64(259), 'quantity': 1, 'unit_price': np.float64(195.23), 'item_total': np.float64(195.23)}]"
4030,364,2025-04-10 11:49:15.305398,8611.99,Completed,"[{'product_id': np.int64(212), 'quantity': 8, 'unit_price': np.float64(616.55), 'item_total': np.float64(4932.4)}, {'product_id': np.int64(155), 'quantity': 3, 'unit_price': np.float64(771.32), 'item_total': np.float64(2313.96)}, {'product_id': np.int64(242), 'quantity': 7, 'unit_price': np.float64(195.09), 'item_total': np.float64(1365.63)}]"
4031,367,2025-10-02 11:49:15.307310,3325.36,Pending,"[{'product_id': np.int64(150), 'quantity': 4, 'unit_price': np.float64(390.01), 'item_total': np.float64(1560.04)}, {'product_id': np.int64(35), 'quantity': 6, 'unit_price': np.float64(294.22), 'item_total': np.float64(1765.3200000000002)}]"
4032,230,2024-11-20 11:49:15.309307,10294.49,Completed,"[{'product_id': np.int64(248), 'quantity': 6, 'unit_price': np.float64(180.8), 'item_total': np.float64(1084.8000000000002)}, {'product_id': np.int64(55), 'quantity': 1, 'unit_price': np.float64(444.57), 'item_total': np.float64(444.57)}, {'product_id': np.int64(358), 'quantity': 2, 'unit_price': np.float64(949.19), 'item_total': np.float64(1898.38)}, {'product_id': np.int64(452), 'quantity': 6, 'unit_price': np.float64(501.17), 'item_total': np.float64(3007.02)}, {'product_id': np.int64(191), 'quantity': 4, 'unit_price': np.float64(964.93), 'item_total': np.float64(3859.72)}]"
4033,662,2025-07-09 11:49:15.310307,1540.88,Cancelled,"[{'product_id': np.int64(235), 'quantity': 8, 'unit_price': np.float64(192.61), 'item_total': np.float64(1540.88)}]"
4034,578,2025-02-22 11:49:15.311308,3221.05,Completed,"[{'product_id': np.int64(300), 'quantity': 7, 'unit_price': np.float64(460.15), 'item_total': np.float64(3221.0499999999997)}]"
4035,637,2025-02-07 11:49:15.312304,11149.99,Pending,"[{'product_id': np.int64(448), 'quantity': 7, 'unit_price': np.float64(906.03), 'item_total': np.float64(6342.21)}, {'product_id': np.int64(205), 'quantity': 1, 'unit_price': np.float64(586.42), 'item_total': np.float64(586.42)}, {'product_id': np.int64(479), 'quantity': 6, 'unit_price': np.float64(703.56), 'item_total': np.float64(4221.36)}]"
4036,164,2025-06-02 11:49:15.316308,14836.86,Completed,"[{'product_id': np.int64(296), 'quantity': 1, 'unit_price': np.float64(381.42), 'item_total': np.float64(381.42)}, {'product_id': np.int64(198), 'quantity': 6, 'unit_price': np.float64(953.47), 'item_total': np.float64(5720.82)}, {'product_id': np.int64(439), 'quantity': 3, 'unit_price': np.float64(560.39), 'item_total': np.float64(1681.17)}, {'product_id': np.int64(145), 'quantity': 3, 'unit_price': np.float64(961.85), 'item_total': np.float64(2885.55)}, {'product_id': np.int64(424), 'quantity': 5, 'unit_price': np.float64(833.58), 'item_total': np.float64(4167.900000000001)}]"
4037,101,2025-05-20 11:49:15.318360,8485.68,Pending,"[{'product_id': np.int64(174), 'quantity': 4, 'unit_price': np.float64(419.67), 'item_total': np.float64(1678.68)}, {'product_id': np.int64(213), 'quantity': 10, 'unit_price': np.float64(680.7), 'item_total': np.float64(6807.0)}]"
4038,602,2025-06-21 11:49:15.320390,11917.21,Cancelled,"[{'product_id': np.int64(475), 'quantity': 10, 'unit_price': np.float64(361.26), 'item_total': np.float64(3612.6)}, {'product_id': np.int64(126), 'quantity': 5, 'unit_price': np.float64(531.19), 'item_total': np.float64(2655.9500000000003)}, {'product_id': np.int64(70), 'quantity': 1, 'unit_price': np.float64(382.7), 'item_total': np.float64(382.7)}, {'product_id': np.int64(377), 'quantity': 7, 'unit_price': np.float64(752.28), 'item_total': np.float64(5265.96)}]"
4039,700,2024-11-13 11:49:15.322391,4824.46,Pending,"[{'product_id': np.int64(472), 'quantity': 4, 'unit_price': np.float64(818.12), 'item_total': np.float64(3272.48)}, {'product_id': np.int64(382), 'quantity': 2, 'unit_price': np.float64(501.19), 'item_total': np.float64(1002.38)}, {'product_id': np.int64(318), 'quantity': 6, 'unit_price': np.float64(91.6), 'item_total': np.float64(549.5999999999999)}]"
4040,59,2025-09-24 11:49:15.324412,14144.92,Cancelled,"[{'product_id': np.int64(152), 'quantity': 1, 'unit_price': np.float64(87.64), 'item_total': np.float64(87.64)}, {'product_id': np.int64(307), 'quantity': 6, 'unit_price': np.float64(329.64), 'item_total': np.float64(1977.84)}, {'product_id': np.int64(370), 'quantity': 8, 'unit_price': np.float64(124.83), 'item_total': np.float64(998.64)}, {'product_id': np.int64(492), 'quantity': 2, 'unit_price': np.float64(942.5), 'item_total': np.float64(1885.0)}, {'product_id': np.int64(290), 'quantity': 10, 'unit_price': np.float64(919.58), 'item_total': np.float64(9195.800000000001)}]"
4041,759,2025-04-10 11:49:15.325396,13253.65,Cancelled,"[{'product_id': np.int64(376), 'quantity': 10, 'unit_price': np.float64(266.65), 'item_total': np.float64(2666.5)}, {'product_id': np.int64(362), 'quantity': 9, 'unit_price': np.float64(542.28), 'item_total': np.float64(4880.5199999999995)}, {'product_id': np.int64(169), 'quantity': 7, 'unit_price': np.float64(436.67), 'item_total': np.float64(3056.69)}, {'product_id': np.int64(163), 'quantity': 7, 'unit_price': np.float64(91.22), 'item_total': np.float64(638.54)}, {'product_id': np.int64(436), 'quantity': 5, 'unit_price': np.float64(402.28), 'item_total': np.float64(2011.3999999999999)}]"
4042,721,2025-04-19 11:49:15.326398,5551.94,Completed,"[{'product_id': np.int64(449), 'quantity': 7, 'unit_price': np.float64(131.3), 'item_total': np.float64(919.1000000000001)}, {'product_id': np.int64(9), 'quantity': 6, 'unit_price': np.float64(772.14), 'item_total': np.float64(4632.84)}]"
4043,984,2025-06-21 11:49:15.328365,22640.58,Cancelled,"[{'product_id': np.int64(74), 'quantity': 4, 'unit_price': np.float64(566.76), 'item_total': np.float64(2267.04)}, {'product_id': np.int64(40), 'quantity': 4, 'unit_price': np.float64(875.81), 'item_total': np.float64(3503.24)}, {'product_id': np.int64(149), 'quantity': 6, 'unit_price': np.float64(680.26), 'item_total': np.float64(4081.56)}, {'product_id': np.int64(93), 'quantity': 10, 'unit_price': np.float64(517.69), 'item_total': np.float64(5176.900000000001)}, {'product_id': np.int64(409), 'quantity': 8, 'unit_price': np.float64(951.48), 'item_total': np.float64(7611.84)}]"
4044,175,2024-11-17 11:49:15.332313,19430.47,Pending,"[{'product_id': np.int64(150), 'quantity': 8, 'unit_price': np.float64(390.01), 'item_total': np.float64(3120.08)}, {'product_id': np.int64(489), 'quantity': 7, 'unit_price': np.float64(707.65), 'item_total': np.float64(4953.55)}, {'product_id': np.int64(365), 'quantity': 9, 'unit_price': np.float64(541.03), 'item_total': np.float64(4869.2699999999995)}, {'product_id': np.int64(147), 'quantity': 1, 'unit_price': np.float64(929.59), 'item_total': np.float64(929.59)}, {'product_id': np.int64(142), 'quantity': 6, 'unit_price': np.float64(926.33), 'item_total': np.float64(5557.9800000000005)}]"
4045,642,2025-07-02 11:49:15.333361,2123.07,Cancelled,"[{'product_id': np.int64(239), 'quantity': 3, 'unit_price': np.float64(707.69), 'item_total': np.float64(2123.07)}]"
4046,366,2025-07-01 11:49:15.335399,4385.11,Completed,"[{'product_id': np.int64(271), 'quantity': 8, 'unit_price': np.float64(123.06), 'item_total': np.float64(984.48)}, {'product_id': np.int64(46), 'quantity': 2, 'unit_price': np.float64(536.61), 'item_total': np.float64(1073.22)}, {'product_id': np.int64(152), 'quantity': 9, 'unit_price': np.float64(87.64), 'item_total': np.float64(788.76)}, {'product_id': np.int64(72), 'quantity': 5, 'unit_price': np.float64(307.73), 'item_total': np.float64(1538.65)}]"
4047,977,2025-07-31 11:49:15.336400,548.4,Completed,"[{'product_id': np.int64(32), 'quantity': 10, 'unit_price': np.float64(54.84), 'item_total': np.float64(548.4000000000001)}]"
4048,315,2025-05-03 11:49:15.337396,8243.8,Pending,"[{'product_id': np.int64(273), 'quantity': 10, 'unit_price': np.float64(824.38), 'item_total': np.float64(8243.8)}]"
4049,418,2024-11-15 11:49:15.338393,10694.99,Cancelled,"[{'product_id': np.int64(298), 'quantity': 4, 'unit_price': np.float64(408.82), 'item_total': np.float64(1635.28)}, {'product_id': np.int64(206), 'quantity': 4, 'unit_price': np.float64(924.26), 'item_total': np.float64(3697.04)}, {'product_id': np.int64(219), 'quantity': 4, 'unit_price': np.float64(774.62), 'item_total': np.float64(3098.48)}, {'product_id': np.int64(146), 'quantity': 3, 'unit_price': np.float64(754.73), 'item_total': np.float64(2264.19)}]"
4050,614,2025-04-10 11:49:15.340408,18619.04,Pending,"[{'product_id': np.int64(232), 'quantity': 8, 'unit_price': np.float64(520.83), 'item_total': np.float64(4166.64)}, {'product_id': np.int64(72), 'quantity': 4, 'unit_price': np.float64(307.73), 'item_total': np.float64(1230.92)}, {'product_id': np.int64(137), 'quantity': 3, 'unit_price': np.float64(977.56), 'item_total': np.float64(2932.68)}, {'product_id': np.int64(197), 'quantity': 4, 'unit_price': np.float64(684.9), 'item_total': np.float64(2739.6)}, {'product_id': np.int64(338), 'quantity': 10, 'unit_price': np.float64(754.92), 'item_total': np.float64(7549.2)}]"
4051,938,2025-08-27 11:49:15.342408,6579.84,Pending,"[{'product_id': np.int64(55), 'quantity': 1, 'unit_price': np.float64(444.57), 'item_total': np.float64(444.57)}, {'product_id': np.int64(140), 'quantity': 3, 'unit_price': np.float64(888.68), 'item_total': np.float64(2666.04)}, {'product_id': np.int64(133), 'quantity': 9, 'unit_price': np.float64(385.47), 'item_total': np.float64(3469.2300000000005)}]"
4052,986,2025-03-13 11:49:15.343397,8675.02,Pending,"[{'product_id': np.int64(398), 'quantity': 3, 'unit_price': np.float64(954.54), 'item_total': np.float64(2863.62)}, {'product_id': np.int64(293), 'quantity': 7, 'unit_price': np.float64(830.2), 'item_total': np.float64(5811.400000000001)}]"
4053,393,2025-03-06 11:49:15.344302,10979.37,Completed,"[{'product_id': np.int64(8), 'quantity': 10, 'unit_price': np.float64(411.36), 'item_total': np.float64(4113.6)}, {'product_id': np.int64(317), 'quantity': 3, 'unit_price': np.float64(102.41), 'item_total': np.float64(307.23)}, {'product_id': np.int64(382), 'quantity': 5, 'unit_price': np.float64(501.19), 'item_total': np.float64(2505.95)}, {'product_id': np.int64(18), 'quantity': 3, 'unit_price': np.float64(530.25), 'item_total': np.float64(1590.75)}, {'product_id': np.int64(72), 'quantity': 8, 'unit_price': np.float64(307.73), 'item_total': np.float64(2461.84)}]"
4054,258,2025-10-11 11:49:15.347316,14287.56,Completed,"[{'product_id': np.int64(356), 'quantity': 3, 'unit_price': np.float64(26.52), 'item_total': np.float64(79.56)}, {'product_id': np.int64(60), 'quantity': 4, 'unit_price': np.float64(820.2), 'item_total': np.float64(3280.8)}, {'product_id': np.int64(60), 'quantity': 9, 'unit_price': np.float64(820.2), 'item_total': np.float64(7381.8)}, {'product_id': np.int64(248), 'quantity': 6, 'unit_price': np.float64(180.8), 'item_total': np.float64(1084.8000000000002)}, {'product_id': np.int64(60), 'quantity': 3, 'unit_price': np.float64(820.2), 'item_total': np.float64(2460.6000000000004)}]"
4055,962,2025-01-13 11:49:15.349387,1654.7,Completed,"[{'product_id': np.int64(177), 'quantity': 3, 'unit_price': np.float64(386.92), 'item_total': np.float64(1160.76)}, {'product_id': np.int64(25), 'quantity': 1, 'unit_price': np.float64(493.94), 'item_total': np.float64(493.94)}]"
4056,809,2024-12-23 11:49:15.352346,6864.95,Completed,"[{'product_id': np.int64(18), 'quantity': 1, 'unit_price': np.float64(530.25), 'item_total': np.float64(530.25)}, {'product_id': np.int64(400), 'quantity': 2, 'unit_price': np.float64(334.03), 'item_total': np.float64(668.06)}, {'product_id': np.int64(432), 'quantity': 7, 'unit_price': np.float64(809.52), 'item_total': np.float64(5666.639999999999)}]"
4057,548,2025-06-14 11:49:15.353431,7781.49,Pending,"[{'product_id': np.int64(192), 'quantity': 3, 'unit_price': np.float64(298.53), 'item_total': np.float64(895.5899999999999)}, {'product_id': np.int64(355), 'quantity': 9, 'unit_price': np.float64(765.1), 'item_total': np.float64(6885.900000000001)}]"
4058,682,2025-02-23 11:49:15.354424,6258.16,Cancelled,"[{'product_id': np.int64(360), 'quantity': 4, 'unit_price': np.float64(769.44), 'item_total': np.float64(3077.76)}, {'product_id': np.int64(295), 'quantity': 5, 'unit_price': np.float64(636.08), 'item_total': np.float64(3180.4)}]"
4059,938,2025-01-05 11:49:15.355427,4629.7,Cancelled,"[{'product_id': np.int64(243), 'quantity': 10, 'unit_price': np.float64(462.97), 'item_total': np.float64(4629.700000000001)}]"
4060,349,2024-11-24 11:49:15.356427,4720.56,Pending,"[{'product_id': np.int64(436), 'quantity': 10, 'unit_price': np.float64(402.28), 'item_total': np.float64(4022.7999999999997)}, {'product_id': np.int64(299), 'quantity': 1, 'unit_price': np.float64(697.76), 'item_total': np.float64(697.76)}]"
4061,700,2025-06-19 11:49:15.357423,9877.2,Cancelled,"[{'product_id': np.int64(474), 'quantity': 6, 'unit_price': np.float64(579.94), 'item_total': np.float64(3479.6400000000003)}, {'product_id': np.int64(352), 'quantity': 2, 'unit_price': np.float64(934.59), 'item_total': np.float64(1869.18)}, {'product_id': np.int64(146), 'quantity': 6, 'unit_price': np.float64(754.73), 'item_total': np.float64(4528.38)}]"
4062,239,2025-03-22 11:49:15.358424,7810.56,Pending,"[{'product_id': np.int64(278), 'quantity': 3, 'unit_price': np.float64(444.68), 'item_total': np.float64(1334.04)}, {'product_id': np.int64(490), 'quantity': 7, 'unit_price': np.float64(848.02), 'item_total': np.float64(5936.139999999999)}, {'product_id': np.int64(121), 'quantity': 1, 'unit_price': np.float64(540.38), 'item_total': np.float64(540.38)}]"
4063,266,2025-07-23 11:49:15.360391,8696.64,Cancelled,"[{'product_id': np.int64(468), 'quantity': 10, 'unit_price': np.float64(68.01), 'item_total': np.float64(680.1)}, {'product_id': np.int64(220), 'quantity': 10, 'unit_price': np.float64(505.46), 'item_total': np.float64(5054.599999999999)}, {'product_id': np.int64(139), 'quantity': 10, 'unit_price': np.float64(237.47), 'item_total': np.float64(2374.7)}, {'product_id': np.int64(359), 'quantity': 2, 'unit_price': np.float64(293.62), 'item_total': np.float64(587.24)}]"
4064,717,2025-11-02 11:49:15.361425,2002.21,Cancelled,"[{'product_id': np.int64(165), 'quantity': 2, 'unit_price': np.float64(742.26), 'item_total': np.float64(1484.52)}, {'product_id': np.int64(93), 'quantity': 1, 'unit_price': np.float64(517.69), 'item_total': np.float64(517.69)}]"
